hora,dia_semana,es_fin_semana,es_hora_pico,zona_origen,zona_destino,num_estaciones,num_transbordos,duracion_min,ocupacion_tren,clima
8,3,0,1,2,1,6,0,9.8,58.5,1
8,0,0,1,2,1,11,0,19.4,90.0,0
18,4,0,1,2,1,6,0,10.9,83.3,0
18,6,1,0,3,0,12,1,14.9,47.3,0
10,4,0,0,3,1,5,0,10.6,41.1,0
17,0,0,1,3,1,7,1,16.3,94.0,0
6,2,0,0,0,1,7,0,6.7,45.9,0
11,6,1,0,0,2,11,0,26.3,22.1,0
11,1,0,0,0,1,7,0,7.1,78.1,0
7,1,0,1,2,1,9,0,16.3,80.8,2
11,6,1,0,3,1,4,1,3,37.1,0
9,6,1,0,4,4,1,0,5,5,0
10,2,0,0,0,1,5,0,9.8,36.9,1
9,5,1,0,1,4,14,1,14.1,44.9,0
11,6,1,0,0,4,11,0,19.4,46.4,0
17,2,0,1,0,1,6,0,14.0,82.7,1
8,5,1,0,1,4,10,0,7.4,26.5,1
13,5,1,0,1,4,5,1,17.3,75.0,0
8,4,0,1,3,1,6,1,13.9,63.5,2
15,6,1,0,0,4,10,0,20.4,30.1,0
7,0,0,1,1,0,4,0,10.6,74.2,0
11,2,0,0,3,1,4,0,10.5,42.8,0
12,5,1,0,0,4,14,0,10.2,44.9,1
16,6,1,0,3,0,4,1,20.4,48.7,0
9,5,1,0,4,4,1,0,5,28.1,1
10,5,1,0,4,2,13,1,34.8,38.4,1
7,2,0,1,3,1,6,0,9.7,74.3,0
14,6,1,0,2,4,16,1,30.6,28.1,1
17,4,0,1,1,0,8,0,6.6,75.2,1
10,0,0,0,0,1,6,0,8.2,34.3,2
16,3,0,0,1,4,11,0,15.8,48.3,1
18,6,1,0,4,2,20,1,31.4,41.5,1
7,1,0,1,2,1,8,0,13.3,82.2,0
8,4,0,1,3,1,2,1,11.0,80.0,1
8,3,0,0,4,1,10,0,12.1,37.4,1
7,2,0,1,3,1,6,0,9.0,48.2,1
11,1,0,0,4,0,10,0,16.6,39.0,1
11,5,1,0,4,2,19,1,34.0,20.0,1
16,6,1,0,3,4,15,1,29.7,64.0,0
7,2,0,1,1,3,5,1,12.7,81.1,1
7,3,0,1,0,1,9,0,5.3,65.4,0
19,6,1,0,3,4,17,1,23.1,32.3,2
9,3,0,1,2,1,7,0,8.4,73.8,2
15,5,1,0,2,0,18,0,27.1,65.5,1
13,6,1,0,4,0,9,1,19.9,60.0,2
16,5,1,0,2,3,9,1,16.0,46.7,1
18,4,0,1,1,0,4,0,7.4,98.1,0
6,0,0,0,0,1,9,0,9.2,66.6,0
10,5,1,0,1,4,2,1,22.3,32.3,1
8,0,0,1,3,1,2,1,10.5,71.2,0
8,0,0,1,1,0,6,0,5,83.5,1
10,6,1,0,1,0,9,0,10.9,26.4,0
14,2,0,0,4,0,9,0,6.3,39.6,0
7,1,0,1,0,1,3,0,12.2,47.7,0
9,6,1,0,4,0,6,1,15.8,54.3,1
17,4,0,1,0,1,4,0,12.4,85.9,0
6,4,0,0,0,1,7,0,9.5,50.6,1
17,3,0,1,2,1,6,0,22.8,75.5,0
8,4,0,1,0,1,5,0,5.7,73.9,1
18,2,0,1,0,1,4,0,5,100,0
6,1,0,0,3,1,5,0,3,44.4,2
15,5,1,0,0,4,10,1,21.4,43.8,2
13,5,1,0,3,2,14,1,23.4,55.1,1
18,2,0,1,2,1,10,0,15.3,69.8,1
8,3,0,1,2,1,4,0,14.0,77.1,0
19,1,0,1,1,3,2,1,5,80.1,0
7,2,0,1,0,1,5,0,3,60.9,0
6,1,0,0,3,1,2,0,3.1,68.7,1
11,5,1,0,1,4,9,1,21.0,54.0,2
8,2,0,1,2,1,12,0,15.6,61.8,1
17,6,1,0,1,0,3,0,3,53.5,0
17,1,0,1,3,1,2,1,15.5,87.2,1
15,5,1,0,1,3,1,1,9.6,51.6,1
17,4,0,1,1,2,6,0,16.9,100,0
14,6,1,0,4,1,9,1,15.5,48.3,0
8,3,0,1,1,3,2,1,12.7,78.2,2
18,1,0,1,1,2,8,0,9.7,89.8,1
6,3,0,0,0,1,6,0,8.3,42.4,1
7,2,0,1,0,1,4,0,7.4,67.8,0
17,0,0,1,1,2,7,0,13.5,63.4,1
6,4,0,0,0,1,10,0,11.3,58.1,0
7,2,0,1,3,1,4,1,7.5,92.0,1
19,3,0,1,0,1,7,0,7.1,74.5,0
6,0,0,0,0,1,5,0,12.2,55.9,1
14,6,1,0,2,4,19,1,28.6,51.8,0
10,5,1,0,2,4,17,1,28.9,28.3,1
7,3,0,1,0,1,6,0,8.1,80.1,0
7,0,0,1,3,1,3,0,5.3,56.5,2
8,3,0,0,4,4,4,0,5,41.4,0
9,0,0,1,2,1,8,0,11.0,58.6,0
8,3,0,1,2,1,9,0,13.3,89.4,2
16,5,1,0,1,0,6,0,7.7,62.4,1
17,1,0,1,0,1,3,0,9.4,88.0,0
8,5,1,0,1,4,11,0,20.1,25.4,0
18,2,0,1,1,0,2,0,7.3,91.7,0
7,4,0,1,0,1,5,0,9.6,70.4,0
12,4,0,0,3,1,3,0,7.9,87.0,1
11,5,1,0,3,1,4,1,10.4,62.3,1
6,0,0,0,2,1,8,0,22.0,68.5,2
8,2,0,1,2,1,13,0,12.1,81.2,0
7,1,0,1,2,1,7,0,14.1,54.2,0
6,1,0,0,0,1,5,0,8.9,54.5,1
12,4,0,0,0,1,5,0,11.8,67.5,1
9,4,0,1,3,1,6,1,11.6,70.2,0
7,0,0,1,2,1,7,0,13.9,80.3,1
12,1,0,0,3,1,4,0,5.6,61.5,0
18,1,0,1,3,1,3,1,10.1,88.7,0
7,1,0,1,3,1,2,0,5.5,47.8,0
9,3,0,1,0,1,2,0,5,68.8,2
8,2,0,1,2,1,4,0,12.8,83.8,0
8,5,1,0,1,4,12,0,18.1,15.4,0
14,5,1,0,1,2,14,0,11.8,53.1,2
14,3,0,0,4,1,10,0,12.4,21.0,0
18,3,0,1,3,1,4,1,15.0,88.8,1
9,2,0,1,0,1,5,0,14.4,77.4,0
7,2,0,1,0,1,9,0,9.8,67.4,1
14,5,1,0,0,4,10,1,19.0,64.2,1
10,5,1,0,1,3,7,1,9.0,23.9,0
11,5,1,0,4,0,10,0,26.2,28.9,0
8,2,0,1,3,1,2,0,8.6,64.0,0
18,1,0,1,3,1,3,1,10.9,79.0,1
8,3,0,1,1,0,3,0,12.2,100,0
17,4,0,1,1,2,7,0,17.6,70.5,2
18,4,0,1,1,2,10,0,12.8,83.8,1
17,6,1,0,2,0,10,0,24.9,28.9,1
18,2,0,1,1,0,4,0,10.0,60.2,0
11,5,1,0,4,3,12,1,31.2,53.9,0
7,2,0,1,0,1,6,0,10.1,77.6,1
16,5,1,0,4,1,11,1,17.1,48.8,0
7,4,0,1,0,1,2,0,4.7,56.3,1
6,1,0,0,2,1,6,0,17.6,76.9,0
18,5,1,0,3,2,9,1,13.4,34.3,2
6,0,0,0,0,1,3,0,10.5,50.0,0
7,1,0,1,1,3,4,1,8.9,98.0,0
8,1,0,1,2,1,7,0,17.9,83.9,0
7,0,0,1,3,1,5,1,16.9,78.0,1
8,3,0,1,3,1,4,1,8.0,100,1
7,2,0,1,0,1,5,0,12.2,43.8,2
17,6,1,0,3,1,6,1,11.7,41.1,0
16,1,0,0,1,4,10,0,13.2,41.1,0
17,6,1,0,0,4,12,1,33.1,20.2,2
8,1,0,1,2,1,5,0,21.9,91.4,0
18,1,0,1,0,1,6,0,13.7,95.0,2
9,0,0,1,1,2,5,0,7.6,74.7,2
8,4,0,1,3,1,4,1,17.7,78.3,1
7,3,0,1,2,1,3,0,9.4,83.7,0
11,6,1,0,1,3,3,1,13.1,50.5,0
12,5,1,0,3,4,13,1,19.8,16.4,0
11,3,0,0,1,4,9,0,15.8,30.6,0
8,4,0,1,0,1,5,0,9.7,56.8,1
10,5,1,0,4,0,8,0,19.9,28.9,0
6,1,0,0,0,1,7,0,8.6,64.7,0
17,1,0,1,1,2,9,0,11.3,74.8,1
6,2,0,0,0,1,6,0,4.7,68.5,0
17,3,0,1,3,1,3,1,11.4,87.4,0
16,5,1,0,0,4,10,0,12.7,35.5,1
14,1,0,0,4,4,1,0,5,64.0,2
16,6,1,0,4,1,13,0,9.0,36.9,1
12,6,1,0,1,2,4,0,13.9,53.6,2
17,0,0,1,1,3,7,1,6.3,74.8,0
7,2,0,1,0,1,5,0,7.6,93.8,1
19,0,0,1,1,2,6,0,13.4,86.3,0
10,5,1,0,4,3,11,1,29.5,82.3,0
12,6,1,0,1,2,8,0,6.2,31.9,1
6,3,0,0,2,1,8,0,16.5,54.2,0
8,2,0,1,0,1,5,0,6.5,65.7,1
7,3,0,1,1,0,2,0,10.6,89.6,0
10,5,1,0,0,3,12,1,12.5,59.4,0
9,5,1,0,1,4,10,1,19.6,51.1,0
18,0,0,1,1,0,5,0,12.2,74.6,2
10,6,1,0,2,4,19,1,28.8,47.6,0
12,6,1,0,3,2,14,1,23.1,41.1,0
18,4,0,1,1,0,4,0,13.2,81.1,0
18,2,0,1,1,3,9,1,11.1,68.6,1
17,3,0,1,2,1,10,0,13.6,67.9,0
11,5,1,0,0,2,12,0,22.0,43.8,0
19,5,1,0,2,0,15,0,26.9,64.7,0
12,6,1,0,3,1,8,1,5.6,43.7,0
17,6,1,0,1,3,12,1,3.8,32.9,1
15,0,0,0,4,1,6,0,15.6,56.0,1
17,3,0,1,1,2,5,0,11.1,95.2,1
7,1,0,1,0,1,8,0,10.2,62.6,0
19,4,0,1,0,1,8,0,11.5,57.5,0
8,3,0,1,0,1,8,0,8.8,68.8,1
8,3,0,1,1,2,6,0,16.1,75.8,0
6,1,0,0,3,1,10,0,6.2,34.8,2
18,0,0,1,3,1,6,1,19.7,67.6,0
7,4,0,1,3,1,7,0,7.7,66.8,1
10,4,0,0,3,1,8,0,12.4,49.7,1
18,2,0,1,1,3,7,1,7.9,95.1,1
16,3,0,0,4,0,12,0,15.0,24.5,0
10,5,1,0,1,3,3,1,9.4,32.9,0
8,0,0,1,0,1,6,0,13.6,83.0,2
6,3,0,0,0,1,3,0,11.1,52.4,0
15,5,1,0,4,0,10,1,19.1,63.4,2
9,0,0,1,1,0,6,0,11.9,90.0,2
11,4,0,0,2,1,9,0,10.0,60.9,0
10,6,1,0,4,3,14,1,26.8,35.4,0
9,5,1,0,4,3,20,1,20.1,13.1,1
17,4,0,1,2,1,8,0,18.5,89.4,0
18,4,0,1,1,3,4,1,8.8,88.9,1
18,5,1,0,3,4,11,1,20.6,59.8,0
8,5,1,0,0,4,13,0,24.5,35.9,1
8,0,0,1,1,3,8,1,10.5,90.6,1
13,4,0,0,4,4,1,0,5,14.1,0
15,6,1,0,1,3,8,1,13.9,50.3,0
17,0,0,1,1,0,7,0,5,73.5,0
9,2,0,0,4,0,15,0,9.6,31.7,1
12,4,0,0,0,1,2,0,7.8,61.8,0
10,6,1,0,4,0,12,0,28.0,37.5,1
10,1,0,0,0,1,4,0,6.8,76.8,1
12,2,0,0,2,1,7,0,12.5,51.3,0
6,0,0,0,0,1,6,0,6.1,39.9,0
8,3,0,1,1,3,6,1,13.9,86.3,0
6,3,0,0,0,1,7,0,6.8,69.4,0
15,0,0,0,4,1,12,0,18.0,24.8,0
8,3,0,1,1,0,5,0,9.5,98.1,0
8,1,0,1,3,1,7,1,9.2,86.3,0
15,6,1,0,3,2,10,1,22.3,51.7,1
17,6,1,0,1,0,6,0,3.1,61.9,0
18,0,0,1,2,1,7,0,6.9,93.2,0
16,6,1,0,4,3,11,1,19.7,50.3,0
19,0,0,1,2,1,8,0,16.7,73.2,1
7,3,0,1,2,1,5,0,12.1,93.9,2
8,3,0,1,2,1,11,0,17.1,66.7,1
7,1,0,1,1,0,8,0,13.0,83.5,1
19,5,1,0,1,4,1,1,7.3,42.9,0
16,6,1,0,0,3,7,1,11.9,53.3,0
7,1,0,1,3,1,5,0,8.6,47.3,0
9,5,1,0,1,0,10,0,3,50.4,0
19,6,1,0,1,0,9,0,4.2,49.7,0
8,2,0,1,3,1,4,0,10.4,53.1,1
13,6,1,0,1,4,8,0,16.6,25.1,0
9,2,0,1,1,3,2,1,12.8,71.6,0
19,3,0,1,3,1,4,1,14.7,88.9,1
19,2,0,1,3,1,3,1,5,91.7,2
7,4,0,1,3,1,3,1,10.6,71.5,0
19,5,1,0,3,0,9,1,4.7,33.0,1
19,1,0,1,3,1,5,1,17.2,68.7,1
17,4,0,1,0,1,7,0,9.1,79.5,0
7,1,0,1,3,1,4,0,9.1,54.1,1
7,2,0,1,2,1,9,0,9.1,61.7,1
10,2,0,0,0,1,6,0,9.8,68.5,1
8,2,0,1,0,1,3,0,7.4,57.1,2
9,0,0,1,1,3,5,1,15.7,86.3,0
16,6,1,0,2,4,17,1,21.8,60.1,1
8,3,0,1,1,2,10,0,15.1,97.5,1
8,1,0,1,1,0,5,0,5.9,77.1,2
7,1,0,1,3,1,2,1,6.8,94.9,0
6,0,0,0,2,1,9,0,12.0,35.0,2
17,5,1,0,3,1,3,1,10.1,63.7,0
17,2,0,1,1,2,7,0,14.1,70.4,0
10,6,1,0,1,4,10,1,19.3,31.5,0
18,2,0,1,2,1,9,0,8.4,100,0
12,2,0,0,2,1,7,0,15.9,74.3,0
10,5,1,0,2,4,20,1,18.9,80.5,0
6,4,0,0,0,1,10,0,5.5,62.7,0
13,6,1,0,0,3,6,1,18.5,52.9,2
7,1,0,1,0,1,8,0,8.4,63.0,1
17,3,0,1,2,1,8,0,18.2,100,0
8,3,0,0,4,4,1,0,6.1,27.6,1
11,6,1,0,2,0,17,0,20.4,33.3,2
17,5,1,0,4,1,10,1,13.8,50.0,0
7,3,0,1,1,0,4,0,12.0,93.2,1
8,1,0,1,0,1,3,0,4.8,54.5,1
9,4,0,1,0,1,5,0,10.0,83.2,1
7,0,0,1,2,1,6,0,15.4,52.6,1
11,6,1,0,3,0,9,1,9.2,35.4,0
18,0,0,1,1,2,7,0,17.0,72.1,0
14,5,1,0,1,4,10,1,29.1,56.4,0
7,1,0,1,1,3,4,1,9.8,97.5,1
15,5,1,0,1,2,10,0,19.1,68.7,0
7,3,0,1,1,3,4,1,10.4,71.3,1
7,0,0,1,0,1,6,0,6.0,77.5,0
9,1,0,1,3,1,7,1,8.2,89.4,1
10,0,0,0,2,1,7,0,14.4,59.9,0
9,6,1,0,0,2,12,0,31.7,41.6,0
17,6,1,0,2,4,15,1,28.8,43.1,1
18,1,0,1,1,3,5,1,7.7,87.1,0
13,6,1,0,3,1,1,1,12.6,14.8,0
16,2,0,0,4,4,3,0,5.1,32.3,0
15,4,0,0,4,4,2,0,5,55.5,0
11,1,0,0,0,1,6,0,7.5,58.8,0
17,2,0,1,1,3,6,1,10.2,71.9,1
6,4,0,0,0,1,8,0,12.4,62.2,2
18,4,0,1,1,2,8,0,9.0,85.8,1
7,3,0,1,3,1,5,1,6.9,69.6,1
10,2,0,0,2,1,8,0,13.8,63.6,1
8,3,0,1,2,1,8,0,13.9,88.0,1
17,6,1,0,1,4,8,1,20.7,50.1,0
17,6,1,0,4,3,15,1,28.3,57.5,0
11,5,1,0,4,0,10,1,21.5,36.9,1
18,1,0,1,2,1,6,0,21.5,79.8,0
16,6,1,0,1,2,10,0,9.2,30.6,1
9,4,0,1,2,1,10,0,12.7,73.9,0
6,4,0,0,2,1,7,0,12.7,48.7,0
8,3,0,1,1,2,10,0,21.0,95.4,1
9,1,0,1,2,1,6,0,15.4,76.8,1
13,5,1,0,4,4,1,0,5.4,24.7,0
16,6,1,0,1,0,3,0,9.3,53.5,2
18,2,0,1,3,1,6,1,12.3,100,0
8,0,0,1,1,3,2,1,8.3,87.4,2
7,1,0,1,1,0,6,0,5,78.1,2
11,3,0,0,2,1,8,0,19.7,61.2,1
6,2,0,0,3,1,7,0,10.6,47.7,0
19,6,1,0,0,3,6,1,9.0,62.1,1
18,5,1,0,3,0,10,1,15.3,36.5,0
12,6,1,0,3,0,9,1,9.1,64.5,1
17,6,1,0,3,1,5,1,3,39.7,0
8,4,0,1,2,1,6,0,12.6,82.5,0
13,5,1,0,0,4,6,1,24.7,61.5,1
13,5,1,0,3,2,12,1,19.2,57.5,1
9,6,1,0,1,2,5,0,12.6,60.1,1
18,2,0,1,1,2,3,0,14.1,88.7,1
7,1,0,1,0,1,2,0,6.2,48.0,0
14,5,1,0,4,0,12,1,24.5,35.3,0
10,6,1,0,4,2,20,1,33.1,53.4,1
18,6,1,0,0,2,17,0,9.6,44.6,1
19,4,0,1,3,1,3,1,14.8,76.9,0
7,1,0,1,0,1,2,0,9.6,75.0,0
8,4,0,1,2,1,11,0,14.7,57.7,1
11,4,0,0,0,1,8,0,15.2,37.2,0
12,2,0,0,0,1,2,0,6.4,72.7,0
18,0,0,1,3,1,6,1,14.0,69.4,1
6,4,0,0,2,1,7,0,11.5,63.8,0
7,3,0,1,0,1,4,0,6.2,82.6,1
17,2,0,1,2,1,8,0,15.8,71.2,0
16,5,1,0,4,0,10,1,20.0,28.8,0
9,1,0,1,0,1,6,0,6.3,70.7,0
11,3,0,0,0,1,5,0,10.2,73.4,2
9,1,0,1,3,1,4,1,14.1,74.5,1
14,4,0,0,4,0,8,0,12.2,38.2,2
8,0,0,1,1,2,2,0,17.5,88.1,2
15,5,1,0,4,0,11,1,17.8,80.4,0
10,3,0,0,2,1,9,0,13.3,57.2,1
13,5,1,0,0,1,4,0,15.9,47.9,1
19,0,0,1,0,1,4,0,6.9,89.7,0
9,6,1,0,1,4,11,1,28.2,35.2,0
18,3,0,1,1,0,6,0,5,80.8,1
17,0,0,1,3,1,7,1,15.9,88.4,1
7,3,0,1,0,1,3,0,5,79.2,2
12,5,1,0,2,4,18,1,45.3,22.8,1
17,5,1,0,0,1,6,0,12.4,34.3,0
7,2,0,1,2,1,7,0,6.5,84.7,0
17,1,0,1,3,1,6,1,14.2,79.2,0
17,4,0,1,0,1,5,0,6.5,89.1,0
19,0,0,1,3,1,5,1,13.0,82.5,0
16,1,0,0,4,4,1,0,5,49.3,1
10,3,0,0,0,4,8,0,26.0,40.0,0
8,4,0,1,3,1,3,1,5,81.8,2
7,0,0,1,0,1,9,0,8.1,59.1,1
7,3,0,1,0,1,6,0,10.3,54.0,0
8,2,0,1,0,1,4,0,9.8,88.8,0
12,0,0,0,0,1,7,0,11.0,47.5,0
18,3,0,1,3,1,6,1,5,82.2,0
18,4,0,1,2,1,6,0,12.6,64.7,0
9,1,0,0,4,0,13,0,13.7,57.6,1
11,2,0,0,0,1,8,0,7.8,55.9,0
18,1,0,1,1,0,5,0,5.4,96.1,1
12,6,1,0,4,1,11,1,19.9,31.9,1
18,0,0,1,1,0,6,0,10.9,81.2,1
18,5,1,0,0,2,17,0,20.4,31.6,2
15,5,1,0,4,0,16,1,20.2,40.3,0
16,5,1,0,3,1,3,1,10.8,48.5,0
17,2,0,1,3,1,2,1,7.0,82.7,0
7,3,0,1,0,1,6,0,7.3,78.2,0
14,6,1,0,4,2,15,1,31.2,42.2,0
18,0,0,1,1,2,9,0,11.9,81.4,1
8,1,0,1,1,2,7,0,9.3,86.6,1
17,5,1,0,4,1,10,1,18.3,62.9,1
19,2,0,1,2,1,6,0,12.7,82.6,0
18,1,0,1,0,1,8,0,10.9,58.8,0
11,4,0,0,2,1,8,0,11.9,54.2,2
8,3,0,1,0,1,6,0,5,88.8,0
8,4,0,1,2,1,9,0,17.8,91.3,0
8,1,0,1,3,1,5,1,10.6,77.0,0
12,5,1,0,4,3,14,1,34.5,46.5,0
10,2,0,0,2,1,3,0,17.6,90,0
16,5,1,0,2,0,16,0,13.2,58.6,2
15,1,0,0,4,1,11,0,13.8,37.9,2
18,6,1,0,0,3,9,1,17.6,44.7,1
8,0,0,1,1,2,8,0,17.5,91.2,1
18,1,0,1,3,1,2,1,10.3,84.7,1
9,0,0,1,0,1,7,0,6.5,71.5,0
9,0,0,1,3,1,5,1,8.1,70.7,2
10,5,1,0,1,0,3,0,3,46.3,0
12,4,0,0,4,0,12,0,17.4,32.3,0
18,0,0,1,0,1,3,0,5,77.1,0
10,5,1,0,2,3,9,1,20.7,40.9,2
12,5,1,0,4,3,11,1,27.9,27.0,2
11,5,1,0,4,2,17,1,33.6,43.8,0
8,2,0,1,3,1,2,0,9.4,53.2,0
17,5,1,0,3,1,3,1,8.0,54.0,1
13,1,0,0,4,0,11,0,17.2,46.2,0
19,6,1,0,1,3,1,1,5.1,64.8,1
10,5,1,0,1,4,10,1,18.9,32.5,2
15,6,1,0,0,4,11,1,16.0,48.1,0
14,0,0,0,4,0,14,0,20.3,21.4,2
6,3,0,0,0,1,4,0,7.8,68.4,0
9,5,1,0,3,4,10,1,28.5,52.4,2
11,5,1,0,0,2,8,0,20.7,51.2,0
18,2,0,1,1,0,4,0,15.1,83.8,2
14,5,1,0,2,1,11,0,8.7,31.0,2
7,1,0,1,0,1,7,0,13.4,32.9,0
19,1,0,1,3,1,6,1,8.5,91.8,0
8,3,0,1,1,3,6,1,5.4,82.8,0
10,6,1,0,3,0,7,1,17.9,70.6,0
17,1,0,1,1,2,5,0,12.4,67.3,0
19,3,0,1,0,1,5,0,8.7,86.8,1
12,3,0,0,0,1,7,0,5.2,71.1,0
9,5,1,0,4,0,13,0,18.6,27.3,1
18,6,1,0,2,4,12,1,35.9,45.4,0
18,6,1,0,3,4,10,1,25.7,43.9,0
8,4,0,1,0,1,7,0,7.8,77.6,2
13,2,0,0,4,4,1,0,5,41.9,0
16,5,1,0,2,0,10,0,18.7,45.7,1
17,2,0,1,1,3,5,1,17.0,72.7,0
18,4,0,1,0,1,8,0,10.4,47.9,0
12,5,1,0,2,4,14,1,31.0,43.4,0
10,1,0,0,2,1,5,0,13.2,69.8,1
7,2,0,1,0,1,4,0,3.1,81.1,1
18,0,0,1,1,0,6,0,7.2,91.0,0
7,3,0,1,3,1,6,0,7.1,46.2,1
7,1,0,1,0,1,5,0,6.8,57.0,0
8,5,1,0,4,4,1,0,5,47.5,1
15,6,1,0,3,4,13,1,26.1,21.7,1
11,5,1,0,4,0,11,0,17.3,24.8,2
17,1,0,1,2,1,10,0,20.2,67.8,0
18,4,0,1,2,1,6,0,14.3,73.3,0
8,2,0,1,0,1,3,0,13.1,83.9,1
12,1,0,0,2,1,8,0,19.7,62.4,0
12,0,0,0,2,1,8,0,7.1,63.5,0
9,2,0,1,2,1,8,0,15.1,81.9,2
18,1,0,1,2,1,4,0,20.8,83.2,0
12,4,0,0,0,4,10,0,17.1,39.9,0
13,5,1,0,0,2,11,0,24.5,53.9,1
7,1,0,1,1,3,5,1,8.7,78.6,0
11,3,0,0,1,4,10,0,16.5,36.4,0
16,3,0,0,4,0,7,0,20.7,39.8,0
15,5,1,0,3,4,13,1,26.1,69.0,1
6,4,0,0,0,1,4,0,6.1,58.4,2
16,0,0,0,4,0,14,0,21.7,7.0,1
9,6,1,0,3,0,9,1,5.0,80.4,0
7,4,0,1,3,1,5,1,15.3,73.2,0
18,6,1,0,3,0,2,1,18.6,64.1,1
7,2,0,1,3,1,2,0,14.6,70.4,1
12,3,0,0,2,1,8,0,13.2,43.2,0
6,0,0,0,0,1,6,0,6.7,62.8,2
8,2,0,1,3,1,5,1,9.6,79.8,0
6,4,0,0,3,1,5,0,5.0,57.9,1
9,4,0,0,4,0,12,0,15.7,38.0,0
10,2,0,0,4,4,1,0,5,27.0,1
11,3,0,0,4,0,13,0,18.7,26.1,0
17,3,0,1,3,1,2,1,15.2,82.9,0
8,1,0,1,0,1,6,0,5.9,57.8,0
9,4,0,0,4,1,12,0,15.2,39.7,2
12,5,1,0,0,4,16,1,24.8,46.3,1
17,5,1,0,4,1,10,1,17.2,44.7,0
17,4,0,1,3,1,7,1,8.7,83.6,0
8,3,0,1,0,1,5,0,3.6,71.2,0
19,2,0,1,1,3,6,1,17.7,80.1,0
7,1,0,1,2,1,8,0,15.5,56.8,0
19,0,0,1,2,1,7,0,15.3,81.7,0
8,4,0,1,3,1,6,1,12.7,83.2,1
9,4,0,1,1,2,9,0,16.6,72.2,1
19,3,0,1,3,1,4,1,9.1,76.8,0
17,6,1,0,0,2,17,0,27.9,45.7,1
7,2,0,1,2,1,8,0,12.2,43.7,1
8,2,0,1,3,1,8,1,12.2,79.0,1
12,3,0,0,2,1,7,0,10.2,53.1,0
8,0,0,1,2,1,11,0,14.8,90.1,0
7,3,0,1,3,1,2,0,12.4,90,1
11,4,0,0,3,1,2,0,7.7,58.3,2
11,6,1,0,2,0,13,0,13.5,44.1,0
11,2,0,0,4,0,11,0,17.5,47.9,0
18,3,0,1,1,0,5,0,11.5,58.6,0
6,0,0,0,0,1,5,0,10.3,47.8,0
7,2,0,1,0,1,5,0,7.9,67.7,2
9,3,0,1,1,3,8,1,12.5,94.2,0
10,6,1,0,1,2,6,0,16.0,44.9,0
9,6,1,0,4,2,14,1,22.1,85,1
6,1,0,0,0,1,7,0,7.3,58.2,1
8,4,0,1,3,1,4,1,7.3,86.7,1
12,2,0,0,2,1,9,0,13.7,77.8,2
9,0,0,1,3,1,6,1,16.1,81.6,0
18,0,0,1,1,3,5,1,5.0,84.9,0
7,0,0,1,1,3,6,1,12.7,63.9,1
17,0,0,1,1,2,7,0,16.7,96.4,0
18,1,0,1,1,3,2,1,7.6,83.0,2
19,5,1,0,0,2,10,0,26.6,25.0,0
8,2,0,1,0,1,4,0,7.6,59.2,0
11,5,1,0,4,0,12,1,15.2,33.3,0
11,0,0,0,2,1,6,0,8.3,65.3,0
15,1,0,0,4,4,1,0,5,26.6,0
6,2,0,0,0,1,3,0,12.7,62.7,0
19,3,0,1,2,1,6,0,14.3,81.2,0
8,3,0,1,1,2,6,0,14.3,73.6,0
10,2,0,0,0,1,4,0,9.0,55.8,2
17,1,0,1,0,1,4,0,5,71.6,0
17,1,0,1,3,1,7,1,20.4,81.7,1
8,0,0,1,0,1,5,0,5,75.2,2
7,2,0,1,0,1,6,0,9.2,68.7,0
8,2,0,1,0,1,8,0,11.7,63.6,0
7,3,0,1,2,1,4,0,12.0,58.3,0
12,2,0,0,0,1,6,0,6.6,41.0,1
7,3,0,1,1,3,5,1,8.7,85.9,2
17,4,0,1,2,1,7,0,9.1,82.2,0
14,6,1,0,0,1,1,0,13.6,49.9,0
10,5,1,0,0,3,1,1,22.4,54.8,1
10,6,1,0,0,4,17,1,25.0,42.2,1
18,5,1,0,1,4,8,1,21.6,41.5,2
19,4,0,1,2,1,7,0,17.4,61.0,0
18,2,0,1,3,1,4,1,17.0,97.7,0
6,4,0,0,2,1,7,0,8.7,70.8,0
18,1,0,1,2,1,7,0,21.3,81.9,0
8,1,0,1,0,1,5,0,5,82.8,0
7,0,0,1,3,1,2,1,15.8,100,0
7,4,0,1,3,1,5,1,14.9,82.7,2
7,4,0,1,1,2,5,0,18.8,86.7,0
10,6,1,0,1,0,8,0,3.2,45.6,1
12,5,1,0,4,1,11,1,9.9,46.0,0
19,0,0,1,0,1,5,0,9.8,67.4,2
18,3,0,1,1,0,6,0,16.0,67.8,1
7,0,0,1,1,3,4,1,6.9,91.2,0
9,3,0,1,2,1,6,0,13.6,76.9,1
12,2,0,0,3,1,3,0,3,75.1,0
18,2,0,1,0,1,8,0,5,85.8,0
17,5,1,0,4,2,19,1,25.6,62.4,0
15,2,0,0,0,4,11,0,25.6,20.8,0
9,5,1,0,1,3,1,1,8.8,27.0,0
12,6,1,0,0,4,11,1,28.1,25.7,0
9,6,1,0,3,4,14,1,21.7,61.7,0
9,3,0,1,2,1,8,0,9.8,77.8,0
17,0,0,1,2,1,6,0,8.6,78.4,1
18,1,0,1,3,1,6,1,10.5,83.7,0
10,6,1,0,0,4,14,0,15.3,18.5,0
10,0,0,0,0,1,4,0,15.6,37.8,2
6,3,0,0,3,1,5,0,8.3,60.8,1
8,1,0,1,0,1,9,0,14.5,76.9,0
